SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,$/SQUARE FEET
PAST SALE,2019-02-26,Single Family Residential,21384 Aldercroft Hts,LOS GATOS,CA,95033,1137000,4,3.5,LOS GATOS,2812,13040,404
PAST SALE,2019-02-26,Single Family Residential,23369 Deerfield Rd,LOS GATOS,CA,95033,1690000,4,3.5,LOS GATOS,2775,43429,609
PAST SALE,2019-02-26,Single Family Residential,16212 George St,LOS GATOS,CA,95032,2499000,4,4.5,LOS GATOS,3339,3773,748
PAST SALE,2019-02-26,Single Family Residential,577 More Ave,LOS GATOS,CA,95032,3900000,4,4.5,LOS GATOS,5613,19958,695
PAST SALE,2019-02-26,Single Family Residential,16040 Overlook Dr,LOS GATOS,CA,95030,6995000,5,6,LOS GATOS,11507,131551,608
PAST SALE,2019-02-28,Townhouse,283 Casitas Bulevar,LOS GATOS,CA,95032,1325000,3,2.5,LOS GATOS,2175,2700,609
PAST SALE,2019-02-28,Single Family Residential,1690 More Ave,LOS GATOS,CA,95032,1575000,4,2,LOS GATOS,1752,8374,899
PAST SALE,2019-02-28,Single Family Residential,2026 Lynn Ave,LOS GATOS,CA,95032,1340000,3,2.5,LOS GATOS,1386,8712,967
PAST SALE,2019-02-28,Single Family Residential,2200 Blossom Crest Way,SAN JOSE,CA,95124,1665000,3,3,SAN JOSE,1987,8085,838
PAST SALE,2019-02-28,Single Family Residential,1703 Bearden Dr,LOS GATOS,CA,95032,1650000,4,2,LOS GATOS,1854,7000,890
PAST SALE,2019-02-28,Single Family Residential,14686 Golf Links Dr,LOS GATOS,CA,95032,2100000,3,2.5,LOS GATOS,2094,17460,1003
PAST SALE,2019-02-28,Single Family Residential,16055 Mays Ave,MONTE SERENO,CA,95030,3150000,4,4,MONTE SERENO,2926,10260,1077
PAST SALE,2019-02-28,Single Family Residential,706 More Ave,LOS GATOS,CA,95032,2720000,4,2.5,LOS GATOS,2603,19500,1045
PAST SALE,2019-03-01,Single Family Residential,1828 Lavender Crk,SAN JOSE,CA,95120,1760888,4,4,SAN JOSE,2393,3384,736
PAST SALE,2019-03-05,Townhouse,95 Church St #2103,LOS GATOS,CA,95030,449000,1,1,LOS GATOS,400,2100,1123
PAST SALE,2019-03-05,Single Family Residential,1570 Elwood Dr,LOS GATOS,CA,95032,1780000,4,2,LOS GATOS,1956,6000,910
PAST SALE,2019-03-06,Single Family Residential,14345 Capri Dr,LOS GATOS,CA,95032,1200000,2,1,LOS GATOS,1060,8775,1132
PAST SALE,2019-03-06,Single Family Residential,15541 Loma Vista Ave,LOS GATOS,CA,95032,1600000,3,2,LOS GATOS,1332,7280,1201
PAST SALE,2019-03-07,Single Family Residential,100 Boyer Ln,LOS GATOS,CA,95030,1500000,3,2.5,LOS GATOS,1298,2613,1156
PAST SALE,2019-03-08,Single Family Residential,22250 Bear Creek Rd,LOS GATOS,CA,95033,1050000,4,2,LOS GATOS,2290,129068,459
PAST SALE,2019-03-08,Single Family Residential,79 Reservoir Rd,LOS GATOS,CA,95030,2500000,3,2.5,LOS GATOS,2060,27626,1214
PAST SALE,2019-03-08,Single Family Residential,79 Reservoir Rd,LOS GATOS,CA,95030,2500000,3,2.5,LOS GATOS,2060,27626,1214
PAST SALE,2019-03-08,Single Family Residential,210 Wooded View Dr,LOS GATOS,CA,95032,3200000,4,2.5,LOS GATOS,2920,41380,1096
PAST SALE,2019-03-08,Single Family Residential,208 Wilder Ave,LOS GATOS,CA,95030,3100000,4,4,LOS GATOS,2824,6650,1098
PAST SALE,2019-03-11,Single Family Residential,13083 Bell Rd,LOS GATOS,CA,95033,928000,3,2,LOS GATOS,1656,133206,560
PAST SALE,2019-03-12,Townhouse,102 Birch Wood Ct,LOS GATOS,CA,95032,1188000,3,2,LOS GATOS,1461,2020,813
PAST SALE,2019-03-12,Townhouse,15400 Winchester Blvd #33,LOS GATOS,CA,95030,1525000,3,2.5,LOS GATOS,1800,1374,847
PAST SALE,2019-03-12,Single Family Residential,142 Placer Oaks Ct,LOS GATOS,CA,95032,2488000,4,3.5,LOS GATOS,2686,14914,926
PAST SALE,2019-03-13,Single Family Residential,96 Fancher Ct,LOS GATOS,CA,95030,3020000,5,3,LOS GATOS,3121,7780,968
PAST SALE,2019-03-13,Single Family Residential,15588 Corinne Dr,LOS GATOS,CA,95032,2750000,4,3,LOS GATOS,2802,9375,981
PAST SALE,2019-03-14,Condo/Co-op,449 Alberto Way Unit C233,LOS GATOS,CA,95032,580000,2,2,LOS GATOS,1076,2995,539
PAST SALE,2019-03-15,Single Family Residential,23049 Santa Cruz Hwy,LOS GATOS,CA,95033,732000,2,1.5,LOS GATOS,1342,576299,545
PAST SALE,2019-03-15,Single Family Residential,104 Westchester Dr,LOS GATOS,CA,95032,1830000,3,2.5,LOS GATOS,1950,8556,938
PAST SALE,2019-03-15,Single Family Residential,16517 La Croix Ct,LOS GATOS,CA,95032,2100000,4,2.5,LOS GATOS,1537,9450,1366
PAST SALE,2019-03-15,Single Family Residential,21101 Brush Rd,LOS GATOS,CA,95033,1870000,4,2.5,LOS GATOS,3578,108913,523
PAST SALE,2019-03-15,Single Family Residential,15575 Camino Del Cerro,LOS GATOS,CA,95032,2850000,4,3.5,LOS GATOS,3200,17222,891
PAST SALE,2019-03-18,Single Family Residential,240 Highland Oaks Dr,LOS GATOS,CA,95032,1415000,3,2,LOS GATOS,1136,6745,1246
PAST SALE,2019-03-19,Townhouse,18400 Overlook Rd #25,LOS GATOS,CA,95030,1451000,3,2.5,LOS GATOS,2021,1904,718
PAST SALE,2019-03-19,Single Family Residential,965 Cherrystone Dr,LOS GATOS,CA,95032,2350000,4,2,LOS GATOS,1772,8262,1326
PAST SALE,2019-03-20,Single Family Residential,44 Chester St,LOS GATOS,CA,95032,3180000,4,3.5,LOS GATOS,2800,5480,1136
PAST SALE,2019-03-20,Single Family Residential,15585 Camino Del Cerro,LOS GATOS,CA,95032,2879000,5,4.5,LOS GATOS,3139,16403,917
PAST SALE,2019-03-20,Single Family Residential,15565 Camino Del Cerro,LOS GATOS,CA,95032,2860000,5,4.5,LOS GATOS,3192,17363,896
PAST SALE,2019-03-21,Single Family Residential,132 Meadowbrook Dr,LOS GATOS,CA,95032,1675000,3,2,LOS GATOS,1655,8200,1012
PAST SALE,2019-03-21,Single Family Residential,110 Robinridge Ln,LOS GATOS,CA,95033,1585000,3,2.5,LOS GATOS,2849,889495,556
PAST SALE,2019-03-21,Single Family Residential,4865 Kingbrook Dr,SAN JOSE,CA,95124,1660000,3,2,SAN JOSE,1709,6938,971
PAST SALE,2019-03-21,Single Family Residential,164 Westhill Dr,LOS GATOS,CA,95032,1850000,4,2.5,LOS GATOS,2771,11709,668
PAST SALE,2019-03-22,Single Family Residential,23405 Deerfield Rd,LOS GATOS,CA,95033,1410000,4,4,LOS GATOS,3794,74749,372
PAST SALE,2019-03-22,Townhouse,175 Cuesta De Los Gatos Way,LOS GATOS,CA,95032,1825000,3,2.5,LOS GATOS,1735,1974,1052
PAST SALE,2019-03-25,Single Family Residential,22530 Echo Dr,LOS GATOS,CA,95033,1175000,6,3.5,LOS GATOS,3640,38947,323
PAST SALE,2019-03-25,Single Family Residential,122 Lansberry Ct,LOS GATOS,CA,95032,2350000,4,2.5,LOS GATOS,2136,8000,1100
PAST SALE,2019-03-26,Single Family Residential,16808 Leroy Ave,LOS GATOS,CA,95032,2650000,3,3,LOS GATOS,2535,14250,1045
PAST SALE,2019-03-27,Single Family Residential,1233 Bracebridge Ct,CAMPBELL,CA,95008,1203000,3,2.5,CAMPBELL,1728,3500,696
PAST SALE,2019-03-28,Single Family Residential,16975 Cypress Way,LOS GATOS,CA,95030,1720000,3,2,LOS GATOS,1279,5268,1345
PAST SALE,2019-03-28,Single Family Residential,24783 Loma Prieta Ave,LOS GATOS,CA,95033,1900000,4,4,LOS GATOS,3474,435600,547
PAST SALE,2019-03-29,Condo/Co-op,14225 Lora Dr #2,LOS GATOS,CA,95032,520000,1,1,LOS GATOS,816,2242,637
PAST SALE,2019-03-29,Single Family Residential,4867 Kingdale Dr,SAN JOSE,CA,95124,1345000,3,2,SAN JOSE,1286,6300,1046
PAST SALE,2019-03-29,Single Family Residential,15855 Blossom Hill Rd,LOS GATOS,CA,95032,2160000,4,4,LOS GATOS,2233,12348,967
PAST SALE,2019-03-29,Single Family Residential,145 Sisters Ct Lot 6,LOS GATOS,CA,95030,4678000,5,4.5,LOS GATOS,4456,30007,1050
PAST SALE,2019-03-29,Single Family Residential,115 Sisters Ct Lot 3,LOS GATOS,CA,95030,4400000,5,4.5,LOS GATOS,4216,19777,1044
PAST SALE,2019-04-02,Condo/Co-op,81 Roberts Rd,LOS GATOS,CA,95032,970000,2,2,LOS GATOS,1154,1158,841
PAST SALE,2019-04-02,Single Family Residential,30200 Loma Chiquita Rd,LOS GATOS,CA,95033,375000,2,1,LOS GATOS,1310,40632,286
PAST SALE,2019-04-02,Condo/Co-op,443 Alberto Unit B116,LOS GATOS,CA,95032,585000,2,2,LOS GATOS,888,,659
PAST SALE,2019-04-02,Single Family Residential,23457 Summit Rd,LOS GATOS,CA,95033,2260000,5,4,LOS GATOS,3417,97849,661
PAST SALE,2019-04-02,Single Family Residential,15940 Escobar Ave,LOS GATOS,CA,95032,3190000,5,4.5,LOS GATOS,4435,8054,719
PAST SALE,2019-04-02,Single Family Residential,112 Spring St,LOS GATOS,CA,95030,2550000,5,3,LOS GATOS,2379,6284,1072
PAST SALE,2019-04-02,Single Family Residential,146 Tait Ave,LOS GATOS,CA,95030,3995000,4,4.5,LOS GATOS,3429,6667,1165
PAST SALE,2019-04-03,Single Family Residential,21441 Aldercroft Hts,LOS GATOS,CA,95033,1005000,4,2.5,LOS GATOS,2016,50036,499
PAST SALE,2019-04-03,Single Family Residential,16171 Azalea Way,LOS GATOS,CA,95032,2300000,4,2,LOS GATOS,2115,9463,1087
PAST SALE,2019-04-03,Single Family Residential,108 Camino Del Cerro,LOS GATOS,CA,95032,2125000,5,2.5,LOS GATOS,2616,12069,812
PAST SALE,2019-04-04,Condo/Co-op,14225 Lora Dr #87,LOS GATOS,CA,95032,600000,2,2,LOS GATOS,1050,1057,571
PAST SALE,2019-04-05,Single Family Residential,435 Laurel View Rd,LOS GATOS,CA,95033,196875,1,1,LOS GATOS,418,182255,471
PAST SALE,2019-04-05,Single Family Residential,18086 Idalyn Dr,LOS GATOS,CA,95033,871000,1,1,LOS GATOS,1324,7874,658
PAST SALE,2019-04-05,Single Family Residential,14558 La Rinconada Dr,LOS GATOS,CA,95032,3625000,4,4.5,LOS GATOS,3531,24000,1027
PAST SALE,2019-04-08,Condo/Co-op,16345 Los Gatos Blvd #2,LOS GATOS,CA,95032,1130000,3,2.5,LOS GATOS,1260,1425,897
PAST SALE,2019-04-08,Single Family Residential,125 Sierra Azule,LOS GATOS,CA,95032,4470000,4,5.5,LOS GATOS,5951,52169,751
PAST SALE,2019-04-09,Single Family Residential,107 Calfhill Ct,LOS GATOS,CA,95032,2490000,4,2.5,LOS GATOS,2400,8010,1038
PAST SALE,2019-04-10,Condo/Co-op,449 Alberto Way Unit C134,LOS GATOS,CA,95032,477725,1,1,LOS GATOS,768,1866,622
PAST SALE,2019-04-11,Single Family Residential,2243 Grey Ct,SAN JOSE,CA,95124,2325000,5,4,SAN JOSE,3656,9280,636
PAST SALE,2019-04-12,Single Family Residential,16306 Redwood Lodge Rd,LOS GATOS,CA,95033,1055000,3,2,LOS GATOS,1710,70349,617
PAST SALE,2019-04-12,Single Family Residential,5467 Blossom Vista Ave,SAN JOSE,CA,95124,1520000,4,3,SAN JOSE,2261,6715,672
PAST SALE,2019-04-12,Single Family Residential,15710 West Rd,LOS GATOS,CA,95030,4775000,6,5.5,LOS GATOS,6263,43560,762
PAST SALE,2019-04-12,Single Family Residential,440 Santa Rosa Dr,LOS GATOS,CA,95032,3600000,5,4.5,LOS GATOS,5562,70567,647
PAST SALE,2019-04-15,Single Family Residential,118 Ohlone Ct,LOS GATOS,CA,95032,2400000,4,2.5,LOS GATOS,2473,5966,970
PAST SALE,2019-04-15,Single Family Residential,16712 Chirco Dr,LOS GATOS,CA,95032,2420000,3,2,LOS GATOS,2600,12000,931
PAST SALE,2019-04-16,Single Family Residential,17160 Laurel Rd,LOS GATOS,CA,95033,790000,2,1,LOS GATOS,2227,739344,355
PAST SALE,2019-04-16,Townhouse,105 Altura Vis,LOS GATOS,CA,95032,1498000,3,2.5,LOS GATOS,2230,1547,672
PAST SALE,2019-04-17,Single Family Residential,5106 Emiline Dr,SAN JOSE,CA,95124,1350000,3,2,SAN JOSE,1233,6000,1095
PAST SALE,2019-04-19,Townhouse,100 Cuesta De Los Gatos,LOS GATOS,CA,95032,1650000,4,2.5,LOS GATOS,1577,2045,1046
PAST SALE,2019-04-19,Townhouse,118 Via Lago,LOS GATOS,CA,95032,1388000,3,2.5,LOS GATOS,1848,924,751
PAST SALE,2019-04-19,Townhouse,116 Via Lago,LOS GATOS,CA,95032,1375000,3,2.5,LOS GATOS,1848,924,744
PAST SALE,2019-04-19,Single Family Residential,15781 Izorah Way,LOS GATOS,CA,95032,2550000,5,3.5,LOS GATOS,3027,10126,842
PAST SALE,2019-04-19,Single Family Residential,185 La Montagne Ct,LOS GATOS,CA,95032,3250000,5,4.5,LOS GATOS,3672,12692,885
PAST SALE,2019-04-22,Single Family Residential,5269 Kentfield Dr,SAN JOSE,CA,95124,1340000,3,2,SAN JOSE,1248,6641,1074
PAST SALE,2019-04-22,Single Family Residential,1717 Hydrangea Ln,SAN JOSE,CA,95124,2107000,4,3,SAN JOSE,2203,6340,956
PAST SALE,2019-04-23,Townhouse,248 Pine Wood Ln,LOS GATOS,CA,95032,1200000,3,2.5,LOS GATOS,1454,1652,825
PAST SALE,2019-04-23,Condo/Co-op,124 Via Lago,LOS GATOS,CA,95032,1159000,2,2,LOS GATOS,1320,924,878
PAST SALE,2019-04-23,Single Family Residential,243 Kensington Way,LOS GATOS,CA,95032,1503000,4,2,LOS GATOS,1486,5847,1011
PAST SALE,2019-04-23,Single Family Residential,19361 Mountain Way,LOS GATOS,CA,95030,2500000,4,3.5,LOS GATOS,3689,86122,678
PAST SALE,2019-04-23,Single Family Residential,17707 Upper East Zayante Rd,LOS GATOS,CA,95033,1780000,3,2.5,LOS GATOS,2794,194452,637
PAST SALE,2019-04-23,Single Family Residential,19361 Mountain Way,LOS GATOS,CA,95030,2500000,4,3.5,LOS GATOS,3689,86122,678
PAST SALE,2019-04-24,Single Family Residential,5172 Emiline Dr,SAN JOSE,CA,95124,1065000,3,2,SAN JOSE,1012,6069,1052
PAST SALE,2019-04-24,Single Family Residential,100 Vista Del Monte,LOS GATOS,CA,95030,2065000,4,2,LOS GATOS,1995,9339,1035
PAST SALE,2019-04-24,Single Family Residential,105 Albert Ct,LOS GATOS,CA,95032,2515000,5,3,LOS GATOS,2661,8775,945
PAST SALE,2019-04-26,Townhouse,153 El Pinar,LOS GATOS,CA,95032,1200000,2,2,LOS GATOS,2153,2312,557
PAST SALE,2019-04-26,Single Family Residential,19000 Old Vineyard Rd,LOS GATOS,CA,95033,1350000,4,3,LOS GATOS,2818,40032,479
PAST SALE,2019-04-26,Single Family Residential,2255 Coronet Dr,SAN JOSE,CA,95124,2020000,3,2.5,SAN JOSE,2427,13203,832
PAST SALE,2019-04-26,Single Family Residential,210 Blossom Villa Way,LOS GATOS,CA,95032,1885000,3,2,LOS GATOS,1705,7952,1106
PAST SALE,2019-04-29,Single Family Residential,151 Las Astas Dr,LOS GATOS,CA,95032,1501000,3,2,LOS GATOS,1150,6626,1305
PAST SALE,2019-04-29,Single Family Residential,4872 Kinghurst Dr,SAN JOSE,CA,95124,1670000,3,2,SAN JOSE,1560,5969,1071
PAST SALE,2019-04-29,Single Family Residential,128 Meadowbrook Dr,LOS GATOS,CA,95032,1800000,4,2,LOS GATOS,1655,7900,1088
PAST SALE,2019-04-29,Single Family Residential,200 Drakes Bay Ave,LOS GATOS,CA,95032,2500000,4,3,LOS GATOS,2765,8616,904
PAST SALE,2019-04-29,Single Family Residential,200 Drakes Bay Ave,LOS GATOS,CA,95032,2500000,4,3,LOS GATOS,2765,8616,904
PAST SALE,2019-04-29,Single Family Residential,17520 Blanchard Dr,MONTE SERENO,CA,95030,2850000,5,5,MONTE SERENO,4644,28802,614
PAST SALE,2019-04-30,Single Family Residential,17535 Soda Springs Rd,LOS GATOS,CA,95033,930000,4,2,LOS GATOS,2102,589675,442
PAST SALE,2019-04-30,Single Family Residential,63 Fairview Plz,LOS GATOS,CA,95030,3186000,4,3.5,LOS GATOS,4159,13300,766
PAST SALE,2019-05-01,Townhouse,201 Lorain Pl,LOS GATOS,CA,95032,1250000,2,2.5,LOS GATOS,1992,2220,628
PAST SALE,2019-05-01,Townhouse,201 Lorain Pl,LOS GATOS,CA,95032,1250000,2,2.5,LOS GATOS,1992,2220,628
PAST SALE,2019-05-02,Single Family Residential,305 Market St,LOS GATOS,CA,95032,1875000,4,3,LOS GATOS,2165,2679,866
PAST SALE,2019-05-03,Single Family Residential,17515 Upper East Zayante Rd,LOS GATOS,CA,95033,1000000,3,2,LOS GATOS,1810,88165,552
PAST SALE,2019-05-03,Townhouse,127 El Porton,LOS GATOS,CA,95032,1525000,3,2.5,LOS GATOS,2318,1983,658
PAST SALE,2019-05-03,Single Family Residential,21747 Summit Rd,LOS GATOS,CA,95033,1395000,3,2.5,LOS GATOS,1904,21303,733
PAST SALE,2019-05-03,Single Family Residential,101 Farnham Ln,LOS GATOS,CA,95032,2050000,4,3,LOS GATOS,2203,3607,931
PAST SALE,2019-05-03,Single Family Residential,16164 Camellia Ter,LOS GATOS,CA,95032,2650000,3,2,LOS GATOS,2331,8225,1137
PAST SALE,2019-05-06,Single Family Residential,700 Laurel View Rd,LOS GATOS,CA,95033,405000,2,1,LOS GATOS,1095,129635,370
PAST SALE,2019-05-06,Single Family Residential,255 Rancho Prieta Rd,LOS GATOS,CA,95033,1030500,3,2,LOS GATOS,1870,104675,551
PAST SALE,2019-05-06,Single Family Residential,428 Los Gatos Almaden Rd,LOS GATOS,CA,95032,1390000,4,2,LOS GATOS,1622,6644,857
PAST SALE,2019-05-06,Single Family Residential,1377 York Ave,CAMPBELL,CA,95008,1925000,4,3,CAMPBELL,2054,6587,937
PAST SALE,2019-05-07,Condo/Co-op,420 Alberto Way #30,LOS GATOS,CA,95032,799000,2,2,LOS GATOS,1032,1007,774
PAST SALE,2019-05-07,Townhouse,167 Escobar Ave,LOS GATOS,CA,95032,1170000,3,2,LOS GATOS,1218,2361,961
PAST SALE,2019-05-07,Townhouse,18400 Overlook Rd #55,LOS GATOS,CA,95030,1460000,3,2.5,LOS GATOS,2003,1508,729
PAST SALE,2019-05-07,Single Family Residential,15798 Linda Ave,LOS GATOS,CA,95032,2195000,4,3,LOS GATOS,2001,7888,1097
PAST SALE,2019-05-07,Single Family Residential,21001 Shear Creek Rd,LOS GATOS,CA,95033,1768000,4,3,LOS GATOS,4287,56672,412
PAST SALE,2019-05-08,Single Family Residential,23050 Hutchinson Rd,LOS GATOS,CA,95033,1375000,5,3,LOS GATOS,2734,313545,503
PAST SALE,2019-05-08,Townhouse,185 Altura Vis,LOS GATOS,CA,95032,1400000,3,2.5,LOS GATOS,2230,1512,628
PAST SALE,2019-05-08,Single Family Residential,16528 Marchmont Dr,LOS GATOS,CA,95032,2250000,3,1.5,LOS GATOS,1196,11200,1881
PAST SALE,2019-05-08,Single Family Residential,211 Vista Del Mar,LOS GATOS,CA,95030,3600000,3,3,LOS GATOS,3221,17555,1118
PAST SALE,2019-05-09,Single Family Residential,17265 Debbie Rd,LOS GATOS,CA,95033,1005000,4,2.5,LOS GATOS,2275,167662,442
PAST SALE,2019-05-09,Single Family Residential,142 Forest Hill Dr,LOS GATOS,CA,95032,1660000,3,2,LOS GATOS,1524,8280,1089
PAST SALE,2019-05-10,Townhouse,143 Altura Vis,LOS GATOS,CA,95032,1600000,3,3,LOS GATOS,2053,2015,779
PAST SALE,2019-05-10,Single Family Residential,16516 Shannon Rd,LOS GATOS,CA,95032,2925000,4,4,LOS GATOS,3409,10247,858
PAST SALE,2019-05-13,Single Family Residential,324 Harding Ave,LOS GATOS,CA,95030,2395000,4,2.5,LOS GATOS,1976,8200,1212
PAST SALE,2019-05-13,Single Family Residential,361 Old Blossom Hill Rd,LOS GATOS,CA,95032,3780000,5,4.5,LOS GATOS,4363,20735,866
PAST SALE,2019-05-14,Single Family Residential,150 Whitney Ave,LOS GATOS,CA,95030,2350000,4,3,LOS GATOS,2044,5000,1150
PAST SALE,2019-05-15,Condo/Co-op,449 Alberto Way Unit D133,LOS GATOS,CA,95032,650000,2,2,LOS GATOS,1076,2995,604
PAST SALE,2019-05-15,Single Family Residential,150 College Ave,LOS GATOS,CA,95030,2495000,4,2.5,LOS GATOS,2750,9130,907
PAST SALE,2019-05-16,Single Family Residential,16766 Farley Rd,LOS GATOS,CA,95032,2212000,5,3.5,LOS GATOS,3170,11321,698
PAST SALE,2019-05-16,Single Family Residential,61 ELLENWOOD Ave,LOS GATOS,CA,95030,4500000,5,5.5,LOS GATOS,3401,14478,1323
PAST SALE,2019-05-20,Single Family Residential,17230 Laurel Rd,LOS GATOS,CA,95033,760000,2,3,LOS GATOS,1848,45999,411
PAST SALE,2019-05-20,Single Family Residential,21388 Lee Dr,LOS GATOS,CA,95033,1050000,3,2,LOS GATOS,1654,30267,635
PAST SALE,2019-05-20,Townhouse,15400 Winchester Blvd #57,LOS GATOS,CA,95030,1370000,3,2.5,LOS GATOS,1800,5971,761
PAST SALE,2019-05-21,Single Family Residential,4859 Kingdale Dr,SAN JOSE,CA,95124,1550000,4,2,SAN JOSE,1376,6411,1126
PAST SALE,2019-05-21,Single Family Residential,110 Via Teresa,LOS GATOS,CA,95030,2160000,4,3,LOS GATOS,2011,10938,1074
PAST SALE,2019-05-21,Single Family Residential,16675 Madrone Ave,LOS GATOS,CA,95030,3500000,5,4,LOS GATOS,3523,11439,993
PAST SALE,2019-05-21,Single Family Residential,184 Bersano Ln,LOS GATOS,CA,95030,3058000,4,3.5,LOS GATOS,3557,4587,860
PAST SALE,2019-05-22,Single Family Residential,15680 Winchester Blvd,LOS GATOS,CA,95030,1875000,3,2,LOS GATOS,1478,11716,1269
PAST SALE,2019-05-22,Single Family Residential,16520 Bonnie Ln,LOS GATOS,CA,95032,2680000,5,3.5,LOS GATOS,3290,12844,815
PAST SALE,2019-05-23,Condo/Co-op,1904 La Corona Ct,LOS GATOS,CA,95032,1165000,3,2.5,LOS GATOS,2016,1920,578
PAST SALE,2019-05-23,Townhouse,114 Escobar Ct,LOS GATOS,CA,95032,1200000,2,2,LOS GATOS,1494,1799,803
PAST SALE,2019-05-23,Single Family Residential,14632 Golf Links Dr,LOS GATOS,CA,95032,2650000,4,3.5,LOS GATOS,3080,12200,860
PAST SALE,2019-05-24,Single Family Residential,16415 Englewood Ave,LOS GATOS,CA,95032,2460000,2,1,LOS GATOS,1261,20171,1951
PAST SALE,2019-05-24,Single Family Residential,166 Oak Hill Way,LOS GATOS,CA,95030,3000000,4,2.5,LOS GATOS,3160,17753,949
PAST SALE,2019-05-28,Single Family Residential,1876 Gregg Dr,SAN JOSE,CA,95124,1168500,3,2,SAN JOSE,1480,7260,790
PAST SALE,2019-05-28,Townhouse,145 ALTURA Vis,LOS GATOS,CA,95032,1800000,3,3,LOS GATOS,2230,1836,807
PAST SALE,2019-05-28,Single Family Residential,17980 Rose Ct,LOS GATOS,CA,95030,2877000,3,2.5,LOS GATOS,2785,6683,1033
PAST SALE,2019-05-29,Condo/Co-op,14225 Lora Dr #83,LOS GATOS,CA,95032,582500,1,1,LOS GATOS,816,814,714
PAST SALE,2019-05-29,Single Family Residential,22154 Miller Ridge Rd,LOS GATOS,CA,95033,1600000,4,3,LOS GATOS,2113,31973,757
PAST SALE,2019-05-29,Single Family Residential,219 Jo Dr,LOS GATOS,CA,95032,1265000,3,1.5,LOS GATOS,1142,6000,1108
PAST SALE,2019-05-29,Single Family Residential,124 Regent Dr #124,LOS GATOS,CA,95032,2550000,4,2.5,LOS GATOS,3300,10472,773
PAST SALE,2019-05-30,Townhouse,187 Escobar Ave,LOS GATOS,CA,95032,1004999,2,2,LOS GATOS,1015,1890,990
PAST SALE,2019-05-30,Single Family Residential,19305 Bear Creek Rd,LOS GATOS,CA,95033,1375000,2,3,LOS GATOS,1520,175433,905
PAST SALE,2019-05-30,Single Family Residential,151 Belhaven Dr,LOS GATOS,CA,95032,1865000,5,3,LOS GATOS,2595,10362,719
PAST SALE,2019-05-30,Single Family Residential,117 LOS PATIOS,LOS GATOS,CA,95032,2068000,4,2.5,LOS GATOS,2612,11400,792
PAST SALE,2019-05-30,Single Family Residential,183 Belwood Gtwy,LOS GATOS,CA,95032,2001000,4,3,LOS GATOS,2754,10015,727
PAST SALE,2019-05-31,Single Family Residential,22634 Hutchinson Rd,LOS GATOS,CA,95033,1210000,4,3,LOS GATOS,2415,150238,501
PAST SALE,2019-05-31,Single Family Residential,3 N Name Rd,LOS GATOS,CA,95033,1710000,3,2.5,LOS GATOS,3414,90779,501
PAST SALE,2019-05-31,Single Family Residential,319 Belblossom Way,LOS GATOS,CA,95032,2290000,4,2.5,LOS GATOS,2583,9834,887
PAST SALE,2019-05-31,Single Family Residential,100 Prospect Ave Lot 17,LOS GATOS,CA,95030,4051730,4,3.5,LOS GATOS,3683,25219,1100
PAST SALE,2019-06-03,Single Family Residential,14210 Old Japanese Rd,LOS GATOS,CA,95033,1385000,4,3,LOS GATOS,2204,150979,628
PAST SALE,2019-06-03,Single Family Residential,47 Chester St,LOS GATOS,CA,95032,2300000,4,3.5,LOS GATOS,1991,5816,1155
PAST SALE,2019-06-03,Single Family Residential,121 Albert Ct,LOS GATOS,CA,95032,2510000,4,2,LOS GATOS,2764,9200,908
PAST SALE,2019-06-03,Single Family Residential,16115 Mays Ave,MONTE SERENO,CA,95030,2600000,5,3,MONTE SERENO,3321,10200,783
PAST SALE,2019-06-04,Townhouse,340 Pine Wood Ln,LOS GATOS,CA,95032,1250000,4,2.5,LOS GATOS,1891,2002,661
PAST SALE,2019-06-04,Single Family Residential,225 Beethoven Ln,LOS GATOS,CA,95032,1590000,4,2.5,LOS GATOS,2130,4842,746
PAST SALE,2019-06-04,Townhouse,340 Pine Wood Ln,LOS GATOS,CA,95032,1250000,4,2.5,LOS GATOS,1891,2002,661
PAST SALE,2019-06-04,Single Family Residential,235 Rosalie Ct,LOS GATOS,CA,95032,2675000,4,2.5,LOS GATOS,2336,13009,1145
PAST SALE,2019-06-05,Single Family Residential,18656 Favre Ridge Rd,LOS GATOS,CA,95033,1440000,4,3,LOS GATOS,2940,56018,490
PAST SALE,2019-06-05,Single Family Residential,136 WHEELER Ave,LOS GATOS,CA,95030,2040000,3,2,LOS GATOS,1502,9120,1358
PAST SALE,2019-06-05,Single Family Residential,234 Los Gatos Blvd,LOS GATOS,CA,95030,3600000,4,4,LOS GATOS,4029,9209,894
PAST SALE,2019-06-05,Single Family Residential,20732 Brush Rd,LOS GATOS,CA,95033,2925000,8,7,LOS GATOS,7140,143312,410
PAST SALE,2019-06-06,Single Family Residential,17568 Comanche Trl,LOS GATOS,CA,95033,825000,2,2,LOS GATOS,1285,13792,642
PAST SALE,2019-06-06,Single Family Residential,16450 E La Chiquita Ave,LOS GATOS,CA,95032,3125000,4,3.5,LOS GATOS,2970,11130,1052
PAST SALE,2019-06-07,Single Family Residential,126 University Ave,LOS GATOS,CA,95030,2150000,3,2.5,LOS GATOS,1582,4070,1359
